keyword,2021,2022,2023,2024
extreme learning machines,0.0,0.0,0.0,1.0
extreme multi-label classification,0.0,1.0,1.0,0.0
extreme multi-label text classification,1.0,0.0,0.0,0.0
extreme multilabel classification,1.0,0.0,0.0,0.0
extreme order statistics,0.0,0.0,0.0,1.0
extreme value theory,0.0,0.0,1.0,1.0
extreme values,0.0,0.0,0.0,1.0
extremely low-bit,0.0,0.0,0.0,1.0
extrusion,0.0,0.0,0.0,1.0
eye movement,2.0,0.0,0.0,0.0
eye movements,0.0,0.0,1.0,0.0
eye tracking,2.0,0.0,0.0,0.0
eye-gaze,0.0,0.0,0.0,1.0
f divergence,0.0,0.0,0.0,1.0
f-divergeces,0.0,0.0,1.0,0.0
f-divergence,1.0,1.0,0.0,3.0
f-score,0.0,1.0,0.0,0.0
face,0.0,0.0,1.0,0.0
face animation,0.0,2.0,1.0,0.0
face embedding,0.0,0.0,1.0,0.0
face encoder,0.0,0.0,0.0,1.0
face forgery detection,0.0,0.0,1.0,2.0
face generation,0.0,1.0,1.0,0.0
face perception and understanding,0.0,0.0,0.0,1.0
face recognition,0.0,2.0,2.0,2.0
face recogniton,0.0,0.0,1.0,0.0
face reconstruction,0.0,0.0,1.0,0.0
face restoration,0.0,0.0,1.0,0.0
face synthesis,0.0,1.0,0.0,0.0
face texture,0.0,0.0,0.0,1.0
face understanding,0.0,1.0,0.0,0.0
face video generation,0.0,0.0,0.0,1.0
facial expression recognition,1.0,1.0,1.0,0.0
facial recognition,0.0,0.0,1.0,0.0
facial stylization,0.0,0.0,0.0,1.0
facility location,1.0,3.0,1.0,2.0
fact retrieval,0.0,0.0,0.0,1.0
fact verification,0.0,1.0,0.0,0.0
factor analysis,0.0,0.0,1.0,0.0
factor graphs,0.0,1.0,0.0,0.0
factor model,0.0,1.0,0.0,0.0
factor rotations,0.0,1.0,0.0,0.0
factored mdp,1.0,0.0,0.0,0.0
factored representations,0.0,0.0,1.0,0.0
factorization,0.0,0.0,1.0,1.0
factorization.,0.0,1.0,0.0,0.0
factorized latent space,0.0,0.0,1.0,0.0
factors of variation,1.0,0.0,0.0,0.0
factual consistency evaluation,0.0,0.0,1.0,0.0
factual knowledge,0.0,0.0,0.0,1.0
factual knowledge acquisition,0.0,0.0,0.0,1.0
factuality,0.0,0.0,0.0,5.0
fading,0.0,1.0,0.0,0.0
failure,0.0,0.0,1.0,0.0
failure detection,0.0,0.0,1.0,2.0
failure of darts,0.0,0.0,1.0,0.0
failure prediction,0.0,0.0,0.0,1.0
failures,0.0,0.0,1.0,0.0
fair allocation,0.0,1.0,0.0,1.0
fair allocation of chores,0.0,0.0,1.0,0.0
fair and explainable ai,0.0,0.0,1.0,0.0
fair bayes-optimal classifier,0.0,1.0,0.0,0.0
fair classification,2.0,0.0,0.0,0.0
fair classifier,1.0,0.0,0.0,0.0
fair clustering,0.0,0.0,0.0,2.0
fair division,2.0,6.0,0.0,2.0
fair generative model,1.0,0.0,0.0,0.0
fair graph generation,0.0,0.0,0.0,1.0
fair learning,1.0,0.0,0.0,0.0
fair machine learning,2.0,0.0,4.0,1.0
fair ml over graphs,0.0,0.0,0.0,1.0
fair ranking,0.0,1.0,0.0,0.0
fair recommendation,0.0,0.0,0.0,1.0
fair representation,0.0,0.0,1.0,0.0
fair representation learning,0.0,1.0,1.0,0.0
fair-bayes-dpp algorithm,0.0,1.0,0.0,0.0
fairness,40.0,30.0,31.0,37.0
fairness accuracy trade-off,1.0,0.0,0.0,0.0
fairness constrained distribution,0.0,1.0,0.0,0.0
fairness continual learning,0.0,0.0,1.0,0.0
fairness in collective decision problems,0.0,1.0,0.0,0.0
fairness in machine learning,0.0,1.0,2.0,0.0
fairness maximization,0.0,0.0,0.0,1.0
fairness mitigation,2.0,0.0,0.0,0.0
fairness quantification,0.0,0.0,1.0,0.0
fairness toolkit,0.0,0.0,0.0,1.0
fairness trade-off,0.0,1.0,0.0,0.0
fairness transferability,0.0,1.0,0.0,0.0
fairness variance,1.0,0.0,0.0,0.0
fairness without demographics,0.0,2.0,0.0,0.0
fairness-accuracy trade-off,1.0,0.0,0.0,1.0
fairwashing,1.0,0.0,0.0,0.0
faithfulness,1.0,2.0,0.0,1.0
fake data,1.0,0.0,0.0,0.0
fake news,2.0,1.0,0.0,0.0
false discoveries proportion control,0.0,0.0,1.0,0.0
false discovery rate,0.0,0.0,1.0,1.0
false discovery rate control,1.0,1.0,0.0,0.0
false selection rate,0.0,0.0,0.0,1.0
fano varieties,0.0,0.0,1.0,0.0
fariness,0.0,0.0,0.0,1.0
farthest point sampling,0.0,0.0,1.0,0.0
fashion synthesis,0.0,0.0,1.0,0.0
fast,1.0,0.0,0.0,0.0
fast adaptation robustness,0.0,0.0,0.0,1.0
fast adversarial training,1.0,2.0,0.0,0.0
fast and slow learning,1.0,0.0,0.0,0.0
fast and slow mechanisms,0.0,1.0,0.0,0.0
fast attention computation,0.0,0.0,1.0,0.0
fast convergence,0.0,0.0,1.0,0.0
fast distillation,0.0,0.0,0.0,1.0
fast fourier transform,1.0,0.0,0.0,0.0
fast generation,0.0,0.0,0.0,1.0
fast global convergence,0.0,1.0,0.0,0.0
fast inference,0.0,2.0,0.0,1.0
fast linear transform,0.0,0.0,0.0,1.0
fast matrix multiplication,0.0,0.0,0.0,1.0
fast moving objects,1.0,0.0,0.0,0.0
fast multipole method,1.0,0.0,0.0,0.0
fast rates,4.0,0.0,1.0,0.0
fast retrieval,0.0,1.0,0.0,0.0
fast sampling,0.0,1.0,2.0,3.0
fast weight programmers,1.0,1.0,0.0,0.0
fast weights,1.0,0.0,0.0,0.0
fast-slow decomposition,0.0,0.0,0.0,1.0
fastmri,0.0,1.0,0.0,0.0
fault-tolerance,0.0,0.0,0.0,1.0
fdr,0.0,1.0,0.0,0.0
fdr control,0.0,0.0,0.0,2.0
feasibility problem,0.0,0.0,1.0,0.0
feature,2.0,0.0,0.0,0.0
feature adaptation,0.0,0.0,1.0,0.0
feature aggregation,2.0,0.0,0.0,0.0
feature alignment,1.0,0.0,0.0,2.0
feature attribution,5.0,0.0,2.0,2.0
feature attributions,1.0,0.0,2.0,1.0
feature augmentation,0.0,1.0,0.0,0.0
feature averaging,0.0,0.0,0.0,1.0
feature compression,1.0,0.0,0.0,0.0
feature control,0.0,0.0,0.0,1.0
feature decorrelation,0.0,1.0,0.0,0.0
feature disentanglement,2.0,0.0,0.0,1.0
"feature disentanglement,channel attention",0.0,0.0,0.0,1.0
feature distillation,0.0,1.0,2.0,0.0
feature embedding learning,1.0,0.0,0.0,0.0
feature encoding,1.0,1.0,0.0,0.0
feature engineering,0.0,0.0,1.0,1.0
feature extraction,2.0,0.0,0.0,1.0
feature field,0.0,1.0,0.0,0.0
feature flow,0.0,0.0,1.0,0.0
feature fusion,1.0,1.0,0.0,2.0
feature heterogeneity,1.0,0.0,0.0,0.0
feature importance,1.0,1.0,0.0,0.0
feature importance supervision,0.0,1.0,0.0,0.0
feature injection from multiple images,0.0,0.0,0.0,1.0
feature interaction,0.0,0.0,1.0,1.0
feature interaction modeling,0.0,0.0,1.0,0.0
feature interaction search,0.0,0.0,1.0,0.0
feature interactions,0.0,0.0,2.0,0.0
feature interpretation,1.0,0.0,0.0,0.0
feature learning,3.0,4.0,12.0,17.0
feature map,0.0,0.0,1.0,0.0
feature matching,1.0,0.0,1.0,1.0
feature normalization,0.0,1.0,0.0,0.0
feature purification,0.0,1.0,0.0,0.0
feature rank collapse,0.0,0.0,0.0,1.0
feature ranking,1.0,0.0,0.0,0.0
feature reconstruction,0.0,0.0,0.0,1.0
feature representation,0.0,1.0,0.0,0.0
feature reuse,0.0,0.0,1.0,0.0
feature selection,4.0,5.0,4.0,2.0
feature shift detection,0.0,0.0,1.0,0.0
feature spaces,0.0,0.0,0.0,1.0
feature standardization,0.0,0.0,1.0,0.0
feature suppression,2.0,0.0,0.0,0.0
feature synthesis,0.0,0.0,1.0,0.0
feature transformation,0.0,0.0,1.0,0.0
feature unlearning,0.0,0.0,0.0,1.0
feature upsampling,0.0,1.0,0.0,0.0
feature visualization,1.0,0.0,2.0,1.0
feature-based,1.0,0.0,0.0,0.0
feature-discovery,0.0,0.0,1.0,0.0
feature-level augmentation,1.0,0.0,0.0,0.0
feature-level weighting schema,1.0,0.0,0.0,0.0
feature-shift,0.0,0.0,1.0,0.0
feature-wise linear modulation,0.0,1.0,0.0,0.0
features,0.0,0.0,0.0,1.0
fedavg,0.0,1.0,0.0,0.0
federared learning,0.0,1.0,0.0,1.0
federated,1.0,1.0,0.0,0.0
federated analytics,0.0,0.0,1.0,0.0
federated analytics.,0.0,0.0,1.0,0.0
federated averaging,0.0,1.0,1.0,0.0
federated bandits,1.0,0.0,1.0,0.0
federated bilevel optimization,0.0,0.0,1.0,0.0
federated data analytics,0.0,0.0,1.0,0.0
federated ensembles,0.0,0.0,0.0,1.0
federated graph learning,0.0,0.0,1.0,1.0
federated hypergradient,0.0,0.0,1.0,0.0
federated hyperparameter tuning,2.0,0.0,0.0,0.0
federated instruction tuning,0.0,0.0,0.0,1.0
federated learning,41.0,42.0,64.0,73.0
federated machine learning,1.0,0.0,0.0,0.0
federated multi-task learning,0.0,0.0,0.0,1.0
federated primal dual methods,0.0,0.0,0.0,1.0
federated prototype learning,0.0,0.0,0.0,1.0
federated q learning,0.0,0.0,0.0,1.0
federated rl,0.0,0.0,0.0,1.0
federated self-supervised learning,0.0,0.0,0.0,1.0
federated semi-supervised learning,0.0,0.0,0.0,1.0
federated unlearning,0.0,0.0,0.0,1.0
federated zeroth-order optimization,0.0,0.0,1.0,0.0
fedprox,0.0,2.0,0.0,0.0
fedrr,1.0,0.0,0.0,0.0
feed forward backpropagation training,1.0,0.0,0.0,0.0
feed-forward 3dgs,0.0,0.0,0.0,1.0
feedback,0.0,0.0,0.0,1.0
feedback alignment,1.0,0.0,0.0,1.0
feedback connections,1.0,0.0,1.0,0.0
feedback control,1.0,0.0,0.0,1.0
feedback graphs,3.0,2.0,1.0,0.0
feedback inhibition,0.0,1.0,0.0,0.0
feedback learning,0.0,0.0,0.0,1.0
feedback-driven adaptation,0.0,0.0,0.0,1.0
feedback-driven generation,0.0,0.0,1.0,0.0
feedforward neural network,0.0,1.0,0.0,0.0
feint behaviors,0.0,0.0,0.0,1.0
fenchel conjugates,0.0,1.0,0.0,0.0
fenchel duality,1.0,0.0,0.0,0.0
fermat distance,0.0,0.0,0.0,1.0
fermionic neural network,0.0,1.0,1.0,0.0
few root causes,0.0,0.0,1.0,0.0
few shot,0.0,0.0,0.0,1.0
few shot learning,1.0,2.0,3.0,2.0
few view,0.0,0.0,1.0,0.0
few-cost,0.0,0.0,0.0,1.0
few-shot,1.0,3.0,3.0,2.0
few-shot action recognition,0.0,1.0,0.0,0.0
few-shot adaptation,0.0,0.0,0.0,1.0
few-shot adversarial training,0.0,0.0,0.0,1.0
few-shot anomaly detection,0.0,0.0,0.0,1.0
few-shot class-incremental learning,0.0,1.0,1.0,0.0
few-shot classification,4.0,1.0,0.0,1.0
few-shot compositional learning,0.0,0.0,0.0,1.0
few-shot counting,0.0,0.0,0.0,1.0
few-shot depth completion,0.0,0.0,0.0,1.0
few-shot difficulty,0.0,1.0,0.0,0.0
few-shot domain-driven image generation,0.0,0.0,0.0,1.0
few-shot generalization,1.0,0.0,0.0,0.0
few-shot generative domain adaptation,0.0,0.0,1.0,0.0
few-shot generative model,0.0,0.0,1.0,0.0
few-shot image classification,1.0,0.0,1.0,0.0
few-shot image generation,0.0,1.0,0.0,0.0
few-shot imitation,0.0,0.0,0.0,1.0
few-shot imitation learning,0.0,0.0,0.0,1.0
few-shot instance segmentaton,0.0,1.0,0.0,0.0
few-shot knowledge graph reasoning,0.0,1.0,0.0,0.0
few-shot learning,29.0,24.0,17.0,17.0
few-shot learning in rl,0.0,0.0,1.0,0.0
few-shot learning.,0.0,0.0,0.0,1.0
few-shot molecular property prediction,0.0,0.0,0.0,1.0
few-shot nerf,0.0,0.0,1.0,0.0
few-shot node classification,0.0,0.0,0.0,1.0
few-shot novel view synthesis,0.0,0.0,0.0,1.0
few-shot object detection,2.0,1.0,0.0,0.0
few-shot optimization,0.0,0.0,0.0,1.0
few-shot prompt,0.0,0.0,1.0,0.0
few-shot prompting,0.0,0.0,1.0,0.0
few-shot regression,1.0,0.0,0.0,0.0
few-shot segmentation,1.0,2.0,1.0,1.0
few-shot semantic segmentation,0.0,0.0,0.0,1.0
few-shot text classification,1.0,0.0,0.0,0.0
few-shot transfer learning,0.0,0.0,0.0,1.0
few-shot video segmentation,0.0,1.0,0.0,0.0
few-shot view synthesis,0.0,0.0,0.0,1.0
few-shot-learning,1.0,0.0,0.0,0.0
feynman-kac formula,0.0,0.0,1.0,0.0
fgsm,0.0,1.0,0.0,0.0
fibres,0.0,1.0,0.0,0.0
fictitious play,0.0,1.0,2.0,3.0
fid,0.0,0.0,1.0,0.0
field discovery,0.0,0.0,1.0,0.0
field integrators,0.0,0.0,0.0,1.0
field representation,0.0,1.0,0.0,0.0
figure-ground assignment,0.0,1.0,0.0,0.0
figure-ground segmentation,0.0,0.0,0.0,1.0
figure-ground segregation,0.0,1.0,0.0,0.0
fill distance,0.0,0.0,0.0,1.0
filter,0.0,0.0,1.0,1.0
filter ensemble,0.0,0.0,0.0,1.0
filter pruning,1.0,1.0,0.0,0.0
filter subspace,0.0,0.0,1.0,0.0
filterbank,1.0,1.0,0.0,0.0
filtering,1.0,1.0,1.0,1.0
filtering algorithm,1.0,0.0,1.0,0.0
filters,0.0,1.0,0.0,0.0
filtration,1.0,0.0,0.0,0.0
filtration learning,0.0,0.0,1.0,0.0
finance,0.0,0.0,1.0,0.0
financial engineering,0.0,0.0,0.0,1.0
financial large language model,0.0,0.0,0.0,1.0
financial markets,1.0,1.0,0.0,0.0
finding near-stationary points,1.0,0.0,0.0,0.0
fine-grained,0.0,0.0,0.0,1.0
fine-grained analysis of linear stochastic approximation,1.0,0.0,0.0,0.0
fine-grained annotation,0.0,0.0,0.0,1.0
fine-grained classification,1.0,0.0,1.0,0.0
fine-grained complexity,0.0,0.0,3.0,1.0
fine-grained cross-view geo-localization,0.0,0.0,1.0,0.0
fine-grained dataset,1.0,0.0,0.0,0.0
fine-grained image retrieval,1.0,0.0,0.0,0.0
fine-grained learning,0.0,0.0,1.0,0.0
fine-grained medication recommendation,0.0,0.0,1.0,0.0
fine-grained recognition,0.0,0.0,1.0,1.0
fine-grained representation learning,0.0,0.0,1.0,0.0
fine-grained understanding,0.0,0.0,0.0,2.0
fine-grained video understanding,0.0,0.0,1.0,0.0
fine-grained visual categorization,0.0,1.0,0.0,0.0
fine-grained visual classification,0.0,0.0,0.0,1.0
fine-tune,0.0,1.0,0.0,2.0
fine-tuned model,0.0,0.0,1.0,0.0
fine-tuning,4.0,7.0,15.0,17.0
fine-tuning based jailbreak attack,0.0,0.0,0.0,1.0
fine-tuning foundation model,0.0,0.0,0.0,1.0
fine-tuning zero-shot model,0.0,0.0,0.0,1.0
finetune,0.0,0.0,0.0,1.0
finetuning,0.0,1.0,5.0,10.0
fingerprinting,0.0,0.0,0.0,1.0
fingerprinting codes,0.0,0.0,0.0,1.0
finite confidence,0.0,0.0,1.0,0.0
finite dnns,1.0,0.0,0.0,0.0
finite element analysis,0.0,1.0,0.0,0.0
finite element interpolation,0.0,0.0,1.0,0.0
finite element method,0.0,1.0,1.0,0.0
finite model theory,1.0,0.0,0.0,0.0
finite sample analysis,2.0,0.0,0.0,0.0
finite samples,0.0,0.0,1.0,0.0
finite symmetric groups,0.0,0.0,0.0,1.0
finite width corrections,2.0,0.0,0.0,0.0
finite width network,0.0,1.0,0.0,1.0
finite-sample analyses,0.0,1.0,0.0,0.0
finite-sample analysis,2.0,0.0,1.0,0.0
finite-size fluctuations,0.0,1.0,0.0,0.0
finite-sum minimization,0.0,1.0,0.0,0.0
finite-sum optimization,0.0,0.0,0.0,1.0
finite-time analysis,0.0,3.0,1.0,0.0
finite-time convergence guarantee,0.0,1.0,0.0,0.0
finite-time mdp,0.0,0.0,1.0,0.0
finite-time regret bound,0.0,1.0,0.0,0.0
finite-width correction,2.0,0.0,0.0,0.0
finsler distance,1.0,0.0,0.0,0.0
finsler geometry,1.0,0.0,0.0,0.0
finsler metrics,1.0,0.0,0.0,0.0
first integral,0.0,1.0,0.0,0.0
first order method,0.0,1.0,0.0,0.0
first order methods,2.0,0.0,0.0,1.0
first-order,1.0,0.0,0.0,0.0
first-order logic,0.0,0.0,1.0,0.0
first-order method,0.0,1.0,1.0,1.0
first-order methods,3.0,1.0,3.0,2.0
first-order optimisation,0.0,0.0,1.0,0.0
first-order optimization,2.0,2.0,1.0,2.0
first-order regret,0.0,0.0,1.0,0.0
first-order safety method,0.0,1.0,0.0,0.0
first-order-logic,0.0,0.0,1.0,0.0
first-price auction,0.0,1.0,1.0,0.0
first-price auctions,0.0,0.0,0.0,1.0
first-spike-based classification,0.0,0.0,0.0,1.0
fish schooling,0.0,1.0,0.0,0.0
fisher,0.0,0.0,1.0,0.0
fisher information,2.0,1.0,2.0,1.0
fisher information matrix,2.0,0.0,1.0,0.0
fisher market,1.0,0.0,0.0,0.0
fisher markets,0.0,1.0,1.0,0.0
fisher metric,0.0,0.0,0.0,1.0
fisher-rao,0.0,0.0,0.0,1.0
fista,1.0,0.0,0.0,0.0
fitness prediction,0.0,0.0,1.0,0.0
fitted q-iteration,1.0,0.0,0.0,0.0
fitting,1.0,0.0,0.0,0.0
fivo,0.0,1.0,0.0,0.0
fixed confidence,0.0,0.0,2.0,1.0
fixed point,0.0,0.0,0.0,2.0
fixed point solvers,0.0,1.0,0.0,0.0
fixed points,1.0,0.0,0.0,0.0
fixed-confidence,0.0,1.0,0.0,1.0
fixed-confidence top-m identification,2.0,0.0,0.0,0.0
fixed-parameter tractability,1.0,0.0,0.0,1.0
fixed-point,0.0,1.0,0.0,0.0
fixed-point attractors,0.0,0.0,0.0,1.0
fixed-point forward gradient learning,0.0,0.0,0.0,1.0
fixed-point problem,0.0,0.0,1.0,0.0
fixed-size subsampled mechanisms,0.0,0.0,0.0,1.0
flash,0.0,0.0,1.0,0.0
flash memory,0.0,0.0,1.0,0.0
flashattention,0.0,0.0,1.0,0.0
flashmask,0.0,0.0,0.0,1.0
flat minima,1.0,1.0,0.0,0.0
flatness,1.0,1.0,2.0,2.0
flatness minimization,1.0,0.0,0.0,0.0
flexible,0.0,1.0,0.0,0.0
flexible inference,0.0,0.0,1.0,1.0
flexible job-shop scheduling problem,0.0,0.0,1.0,0.0
flexible sensor,0.0,0.0,1.0,0.0
flexible task achievement,0.0,0.0,1.0,0.0
flip invariance,0.0,0.0,0.0,1.0
floating point representations,1.0,0.0,0.0,0.0
flood modeling,1.0,0.0,0.0,0.0
flooding,0.0,0.0,0.0,1.0
floorplan reconstruction,0.0,0.0,1.0,0.0
floorplanning,0.0,0.0,0.0,1.0
flow,0.0,1.0,1.0,0.0
flow matching,0.0,0.0,1.0,27.0
flow matching generative model,0.0,0.0,1.0,0.0
flow model,1.0,0.0,1.0,1.0
flow reconstruction,0.0,0.0,1.0,0.0
flow shop problem,1.0,0.0,0.0,0.0
flow solver,0.0,0.0,0.0,1.0
flow-based generation,0.0,0.0,0.0,1.0
flow-based model,0.0,1.0,2.0,1.0
flow-matching,0.0,0.0,1.0,0.0
flow-shop scheduling,0.0,1.0,0.0,0.0
flows,0.0,1.0,0.0,0.0
fluctuation,2.0,0.0,0.0,0.0
fluid control,0.0,0.0,0.0,1.0
fluid design,0.0,0.0,0.0,1.0
fluid dynamics,0.0,0.0,3.0,1.0
fluid flows,0.0,1.0,0.0,0.0
fluid learning,0.0,0.0,0.0,1.0
fluid optimization,0.0,0.0,0.0,1.0
fluid prediction,0.0,0.0,0.0,1.0
fluid simulation,0.0,0.0,0.0,1.0
fmri,5.0,4.0,7.0,9.0
fmri analysis,1.0,1.0,0.0,0.0
fmri encoding model,1.0,0.0,0.0,0.0
fmri visual decoding,0.0,0.0,0.0,1.0
fmri-to-video reconstruction,0.0,0.0,0.0,1.0
fno,0.0,1.0,0.0,0.0
focal attention,1.0,0.0,0.0,0.0
focal loss,0.0,1.0,0.0,0.0
focal modulation,0.0,1.0,0.0,0.0
focus and matching,0.0,0.0,0.0,1.0
fokker-planck,0.0,0.0,2.0,0.0
fokker-planck equation,0.0,0.0,1.0,0.0
folklore weisfeiler-lehman test.,0.0,0.0,1.0,0.0
follow the regularized leader,1.0,1.0,0.0,0.0
follow-the-perturbed-leader,0.0,1.0,0.0,1.0
follow-the-regularized-leader,0.0,1.0,2.0,1.0
font generation,1.0,0.0,0.0,1.0
food rescue,0.0,0.0,0.0,1.0
fooling using approximate moment matching,0.0,0.0,0.0,1.0
force fields,0.0,1.0,0.0,0.0
forecasters,0.0,0.0,0.0,1.0
forecasting,3.0,0.0,3.0,5.0
foreground and background,1.0,0.0,0.0,0.0
foreground estimation,0.0,0.0,0.0,1.0
foreground extraction,1.0,0.0,0.0,0.0
forensics,1.0,0.0,1.0,0.0
forest,0.0,1.0,0.0,0.0
forgery attack defense,0.0,0.0,0.0,1.0
forget-free,0.0,0.0,0.0,1.0
forgetting,1.0,2.0,2.0,0.0
forggetting,0.0,1.0,0.0,0.0
formal explanation,0.0,0.0,1.0,0.0
formal guarantees,0.0,1.0,0.0,0.0
formal language,0.0,0.0,1.0,1.0
formal language theory,0.0,0.0,0.0,1.0
formal languages,0.0,0.0,0.0,3.0
formal math,0.0,1.0,0.0,0.0
formal mathematics,0.0,0.0,0.0,1.0
formal methods,0.0,1.0,1.0,4.0
formal verification,0.0,2.0,1.0,3.0
formal xai,0.0,1.0,0.0,0.0
formula generation,0.0,0.0,0.0,1.0
forster transform,2.0,0.0,0.0,0.0
forward algorithms,0.0,0.0,1.0,0.0
forward and inverse problems,0.0,0.0,0.0,2.0
forward gradient descent,0.0,0.0,1.0,0.0
forward kl divergence,0.0,0.0,0.0,1.0
forward laplacian,0.0,0.0,0.0,1.0
forward-backward,0.0,1.0,0.0,0.0
forward-backward stochastic differential equations,0.0,1.0,0.0,0.0
forward-mode ad,0.0,0.0,0.0,1.0
forward-mode automatic differentiation,0.0,0.0,0.0,1.0
forward-mode differentiation,2.0,0.0,0.0,0.0
foundation model,0.0,6.0,25.0,39.0
foundation model alignment,0.0,0.0,0.0,1.0
foundation model for decision making,0.0,0.0,0.0,1.0
foundation model for time series,0.0,0.0,0.0,1.0
foundation model pre-training,0.0,0.0,1.0,0.0
foundation model.,0.0,1.0,1.0,0.0
foundational model,0.0,0.0,0.0,1.0
foundations,0.0,0.0,0.0,1.0
foundations model,0.0,0.0,0.0,1.0
fourier,0.0,0.0,1.0,0.0
fourier analysis,0.0,0.0,1.0,2.0
fourier features,3.0,0.0,0.0,0.0
fourier integral,0.0,1.0,0.0,0.0
fourier neural network,0.0,0.0,1.0,0.0
fourier neural operator,0.0,0.0,0.0,2.0
fourier representation,0.0,0.0,0.0,1.0
fourier series,2.0,1.0,0.0,1.0
fourier space,0.0,0.0,1.0,0.0
fourier space reconstruction,0.0,1.0,0.0,0.0
fourier transform,0.0,2.0,3.0,2.0
foveation,1.0,0.0,0.0,0.0
fpga,0.0,0.0,0.0,1.0
fptas,0.0,1.0,0.0,0.0
fr,0.0,0.0,1.0,0.0
fractal,0.0,1.0,0.0,0.0
fractal dimension,0.0,0.0,0.0,1.0
fractal patterns,0.0,0.0,0.0,1.0
fractals,1.0,0.0,0.0,0.0
fractional brownian motion,0.0,1.0,0.0,1.0
fractional fokker-planck equation,0.0,0.0,1.0,0.0
fractional fourier transform,0.0,0.0,1.0,0.0
fractional laplacian,0.0,0.0,1.0,0.0
fractional noise,0.0,0.0,0.0,1.0
fractional program,0.0,1.0,0.0,0.0
fractional programming,0.0,0.0,0.0,1.0
fractionally subadditive,0.0,0.0,1.0,0.0
fragment-based drug discovery,0.0,0.0,0.0,1.0
frame synthesis,0.0,0.0,0.0,1.0
frame theory,0.0,0.0,1.0,0.0
framework,0.0,0.0,1.0,0.0
frank wolfe,1.0,0.0,0.0,0.0
frank-wolfe,4.0,5.0,0.0,0.0
frank-wolfe algorithm,0.0,0.0,1.0,0.0
frank-wolfe like algorithms,1.0,0.0,0.0,0.0
frechet bounds,0.0,0.0,0.0,1.0
frechet mean,0.0,0.0,1.0,0.0
frechet regression,0.0,0.0,1.0,0.0
free,1.0,0.0,0.0,0.0
free energy,1.0,0.0,1.0,0.0
free memory retrieval,1.0,0.0,0.0,0.0
free probability theory,0.0,1.0,0.0,0.0
free-form flows,0.0,0.0,0.0,1.0
free-riding,0.0,0.0,0.0,1.0
free-standing conversations,1.0,0.0,0.0,0.0
free-viewpoint video,0.0,0.0,0.0,1.0
frequency,1.0,2.0,0.0,0.0
frequency adversarial training,0.0,0.0,0.0,1.0
frequency analysis,0.0,1.0,0.0,0.0
frequency bias,1.0,0.0,0.0,0.0
frequency component,0.0,0.0,0.0,1.0
frequency control,0.0,0.0,1.0,0.0
frequency decomposition,0.0,0.0,0.0,1.0
frequency domain,0.0,1.0,3.0,3.0
frequency domain approximation,2.0,0.0,0.0,0.0
frequency domain learning,0.0,0.0,0.0,1.0
frequency estimation,0.0,1.0,1.0,0.0
frequency shortcut,0.0,0.0,0.0,1.0
frequency transform,0.0,0.0,0.0,1.0
frequency-spatial attention module,0.0,0.0,0.0,1.0
frequent directions,0.0,0.0,1.0,0.0
frequent items,0.0,1.0,0.0,0.0
frequentist inference,1.0,0.0,0.0,0.0
frequentist properties,1.0,0.0,0.0,0.0
frequentist regret,0.0,1.0,0.0,0.0
frequentist statistics,0.0,0.0,1.0,0.0
frequentist uncertainty,0.0,0.0,1.0,0.0
friendly noise,0.0,1.0,0.0,0.0
front-door adjustment,0.0,0.0,1.0,1.0
frontdoor criterion,2.0,0.0,0.0,0.0
frontier model,0.0,0.0,0.0,1.0
fréchet mean,1.0,0.0,0.0,0.0
fsdp,0.0,0.0,0.0,1.0
ftrl,2.0,1.0,0.0,1.0
full attention,1.0,0.0,0.0,0.0
full auto-regressive modeling,1.0,0.0,0.0,0.0
full duplex,0.0,0.0,0.0,1.0
full information,1.0,0.0,0.0,0.0
full-atom,0.0,0.0,0.0,1.0
fully differentiable,2.0,0.0,0.0,0.0
fully dynamic model,0.0,0.0,0.0,1.0
fully justified representation,0.0,0.0,0.0,1.0
fully transformer,0.0,0.0,1.0,0.0
fully-differentiable,0.0,0.0,0.0,1.0
function approximation,5.0,5.0,3.0,7.0
function approximation.,0.0,0.0,0.0,1.0
function calling,0.0,0.0,0.0,1.0
function composition,0.0,1.0,0.0,0.0
function learning,0.0,0.0,0.0,1.0
function space,0.0,0.0,2.0,0.0
function space inference,0.0,1.0,0.0,0.0
function space variational inference,0.0,0.0,1.0,0.0
function-dependent bound,1.0,0.0,0.0,0.0
function-on-scalar regression,2.0,0.0,0.0,0.0
function-space modeling,0.0,0.0,1.0,0.0
function-space regularization,0.0,0.0,1.0,0.0
functional analysis,2.0,0.0,1.0,0.0
functional brain network,1.0,0.0,0.0,0.0
functional central limit theorem,0.0,1.0,0.0,0.0
functional connectomics,0.0,0.0,1.0,0.0
functional constrained optimization,0.0,0.0,1.0,0.0
functional data,0.0,1.0,0.0,3.0
functional data analysis,0.0,1.0,0.0,0.0
functional dependencies,0.0,0.0,0.0,1.0
functional derivative,0.0,0.0,0.0,1.0
functional differential equation,0.0,0.0,0.0,1.0
functional equivalence,0.0,0.0,1.0,0.0
functional equivalence class,0.0,0.0,1.0,0.0
functional estimation,0.0,1.0,0.0,0.0
functional gradient flow,0.0,0.0,0.0,1.0
functional local differential privacy,0.0,0.0,1.0,0.0
functional map,0.0,1.0,0.0,0.0
functional maps,0.0,0.0,1.0,0.0
functional mri,1.0,0.0,0.0,0.0
